age,gender,country,self_employed,family_history,treatment,work_interfere,no_employees,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,survey_year,age_group,self_employed_encoded,tech_company_encoded,has_benefits,has_care_options,has_wellness_program,support_score,treatment_encoded
41.0,Male,United States Of America,0,Yes,0,Not applicable to me,More Than 1000,0.0,yes,yes,yes,No,Yes,Somewhat difficult,2016,35-44,0,0,1,1,1,3,0
33.0,Female,United States Of America,0,Yes,1,Sometimes,6-25,1.0,yes,yes,yes,Yes,Yes,Very easy,2016,25-34,0,0,1,1,1,3,1
25.0,Male,United States Of America,0,Yes,1,Often,26-100,1.0,i don't know,no,no,I Don'T Know,I Don'T Know,Somewhat easy,2016,25-34,0,0,0,0,0,0,1
29.0,Male,United Kingdom,1,I don't know,0,Not applicable to me,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,25-34,1,0,0,0,0,0,0
24.0,Female,United States Of America,0,Yes,1,Often,More Than 1000,1.0,yes,i am not sure,yes,No,Yes,Somewhat difficult,2016,18-24,0,0,1,0,1,2,1
39.0,Male,United States Of America,0,No,0,Rarely,100-500,1.0,i don't know,i am not sure,no,I Don'T Know,I Don'T Know,I don't know,2016,35-44,0,0,0,0,0,0,0
39.0,Male,United Kingdom,0,Yes,0,Not applicable to me,500-1000,0.0,yes,yes,yes,Yes,Yes,Somewhat easy,2016,35-44,0,0,1,1,1,3,0
44.0,Male,United Kingdom,1,I don't know,1,Never,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,35-44,1,0,0,0,0,0,1
30.0,Female,Netherlands,1,Yes,1,Often,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,25-34,1,0,0,0,0,0,1
31.0,Male,Denmark,0,Yes,0,Not applicable to me,6-25,1.0,no,i am not sure,no,No,I Don'T Know,Somewhat easy,2016,25-34,0,0,0,0,0,0,0
37.0,Male,United Kingdom,0,Yes,1,Often,1-5,1.0,not eligible for coverage / n/a,unknown,yes,Yes,Yes,Very easy,2016,35-44,0,0,0,0,1,1,1
42.0,Male,United Kingdom,0,Yes,1,Not applicable to me,6-25,1.0,not eligible for coverage / n/a,unknown,no,No,I Don'T Know,Somewhat difficult,2016,35-44,0,0,0,0,0,0,1
35.0,Male,Canada,1,I don't know,0,Often,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,35-44,1,0,0,0,0,0,0
30.0,Male,United States Of America,0,Yes,1,Sometimes,26-100,0.0,i don't know,i am not sure,no,No,I Don'T Know,I don't know,2016,25-34,0,0,0,0,0,0,1
30.0,Male,Canada,0,No,0,Not applicable to me,More Than 1000,1.0,yes,no,no,I Don'T Know,I Don'T Know,I don't know,2016,25-34,0,0,1,0,0,1,0
33.0,Male,United States Of America,0,Yes,1,Not applicable to me,26-100,1.0,yes,no,no,No,I Don'T Know,Very difficult,2016,25-34,0,0,1,0,0,1,1
31.0,Male,United States Of America,0,I don't know,1,Not applicable to me,More Than 1000,0.0,not eligible for coverage / n/a,i am not sure,i don't know,I Don'T Know,I Don'T Know,Neither easy nor difficult,2016,25-34,0,0,0,0,0,0,1
39.0,Female,United States Of America,0,Yes,1,Often,More Than 1000,0.0,yes,yes,no,No,Yes,Somewhat difficult,2016,35-44,0,0,1,1,0,2,1
27.0,Male,Germany,0,No,0,Often,26-100,0.0,no,no,no,No,Yes,I don't know,2016,25-34,0,0,0,0,0,0,0
34.0,Male,United Kingdom,1,No,1,Sometimes,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,25-34,1,0,0,0,0,0,1
31.0,Male,United States Of America,0,No,0,Not applicable to me,6-25,1.0,no,unknown,no,No,I Don'T Know,I don't know,2016,25-34,0,0,0,0,0,0,0
30.0,Female,United States Of America,0,Yes,1,Often,More Than 1000,1.0,yes,yes,no,I Don'T Know,I Don'T Know,Very difficult,2016,25-34,0,0,1,1,0,2,1
34.0,Male,United States Of America,0,Yes,1,Sometimes,26-100,1.0,yes,no,yes,No,Yes,Very easy,2016,25-34,0,0,1,0,1,2,1
20.0,Female,Canada,0,I don't know,0,Sometimes,6-25,1.0,not eligible for coverage / n/a,unknown,no,No,I Don'T Know,Neither easy nor difficult,2016,18-24,0,0,0,0,0,0,0
39.0,Male,United States Of America,1,Yes,1,Often,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,35-44,1,0,0,0,0,0,1
50.0,Female,United States Of America,0,Yes,1,Often,More Than 1000,1.0,i don't know,no,no,No,I Don'T Know,Somewhat difficult,2016,45-54,0,0,0,0,0,0,1
22.0,Male,United States Of America,0,Yes,0,Often,1-5,0.0,no,no,no,No,No,Very difficult,2016,18-24,0,0,0,0,0,0,0
41.0,Male,Spain,0,I don't know,1,Not applicable to me,100-500,1.0,yes,yes,no,No,I Don'T Know,Somewhat easy,2016,35-44,0,0,1,1,0,2,1
37.0,Male,Germany,0,No,0,Sometimes,26-100,1.0,no,no,no,No,I Don'T Know,Somewhat easy,2016,35-44,0,0,0,0,0,0,0
32.0,Male,United States Of America,0,Yes,1,Often,100-500,1.0,yes,yes,yes,Yes,Yes,Very easy,2016,25-34,0,0,1,1,1,3,1
26.0,Male,Austria,1,Yes,1,Not applicable to me,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,25-34,1,0,0,0,0,0,1
38.0,Male,Netherlands,0,Yes,0,Rarely,6-25,1.0,yes,no,yes,I Don'T Know,Yes,Somewhat easy,2016,35-44,0,0,1,0,1,2,0
21.0,Male,United Kingdom,1,Yes,0,Sometimes,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,18-24,1,0,0,0,0,0,0
27.0,Male,United States Of America,0,Yes,1,Often,6-25,1.0,yes,i am not sure,no,No,I Don'T Know,I don't know,2016,25-34,0,0,1,0,0,1,1
37.0,Female,United States Of America,0,Yes,1,Often,1-5,0.0,no,i am not sure,no,I Don'T Know,No,Very difficult,2016,35-44,0,0,0,0,0,0,1
45.0,Male,United Kingdom,1,I don't know,1,Often,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,45-54,1,0,0,0,0,0,1
26.0,Male,United States Of America,1,No,0,Not applicable to me,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,25-34,1,0,0,0,0,0,0
30.0,Female,United States Of America,0,Yes,0,Sometimes,6-25,0.0,i don't know,no,no,No,I Don'T Know,Very difficult,2016,25-34,0,0,0,0,0,0,0
21.0,Male,United States Of America,0,Yes,1,Often,More Than 1000,1.0,no,no,no,I Don'T Know,I Don'T Know,Somewhat difficult,2016,18-24,0,0,0,0,0,0,1
21.0,Male,United States Of America,0,I don't know,1,Often,More Than 1000,0.0,i don't know,i am not sure,no,Yes,I Don'T Know,Neither easy nor difficult,2016,18-24,0,0,0,0,0,0,1
29.0,Male,Germany,1,No,0,Not applicable to me,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,25-34,1,0,0,0,0,0,0
46.0,Male,United States Of America,0,No,0,Not applicable to me,More Than 1000,0.0,yes,i am not sure,yes,Yes,Yes,Somewhat easy,2016,45-54,0,0,1,0,1,2,0
28.0,Male,United States Of America,0,Yes,1,Often,500-1000,1.0,yes,yes,yes,Yes,I Don'T Know,Somewhat easy,2016,25-34,0,0,1,1,1,3,1
26.0,Other,United States Of America,0,Yes,1,Often,100-500,0.0,yes,no,no,No,Yes,I don't know,2016,25-34,0,0,1,0,0,1,1
37.0,Female,United States Of America,1,Yes,1,Sometimes,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,35-44,1,0,0,0,0,0,1
44.0,Male,United States Of America,0,No,0,Not applicable to me,More Than 1000,1.0,yes,i am not sure,i don't know,Yes,Yes,Neither easy nor difficult,2016,35-44,0,0,1,0,0,1,0
45.0,Female,United States Of America,1,Yes,1,Often,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,45-54,1,0,0,0,0,0,1
35.0,Female,United States Of America,0,I don't know,1,Not applicable to me,1-5,1.0,i don't know,i am not sure,i don't know,No,I Don'T Know,Somewhat easy,2016,35-44,0,0,0,0,0,0,1
39.0,Male,United States Of America,0,Yes,1,Sometimes,26-100,1.0,yes,yes,yes,Yes,Yes,I don't know,2016,35-44,0,0,1,1,1,3,1
37.0,Female,United States Of America,0,No,1,Not applicable to me,More Than 1000,0.0,i don't know,i am not sure,i don't know,I Don'T Know,I Don'T Know,I don't know,2016,35-44,0,0,0,0,0,0,1
35.0,Male,United States Of America,0,No,0,Not applicable to me,100-500,0.0,no,no,no,No,I Don'T Know,Neither easy nor difficult,2016,35-44,0,0,0,0,0,0,0
29.0,Female,United States Of America,0,Yes,1,Not applicable to me,More Than 1000,1.0,yes,yes,no,I Don'T Know,Yes,Somewhat difficult,2016,25-34,0,0,1,1,0,2,1
49.0,Female,United States Of America,1,I don't know,1,Often,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,45-54,1,0,0,0,0,0,1
21.0,Male,United States Of America,0,I don't know,1,Often,26-100,1.0,i don't know,no,i don't know,I Don'T Know,I Don'T Know,Neither easy nor difficult,2016,18-24,0,0,0,0,0,0,1
26.0,Female,United States Of America,0,Yes,1,Often,26-100,1.0,yes,yes,no,Yes,Yes,Very difficult,2016,25-34,0,0,1,1,0,2,1
35.0,Male,Germany,0,Yes,1,Often,100-500,1.0,yes,i am not sure,yes,No,Yes,Somewhat easy,2016,35-44,0,0,1,0,1,2,1
56.0,Male,United States Of America,0,No,1,Often,100-500,0.0,yes,yes,yes,Yes,I Don'T Know,Somewhat easy,2016,55-64,0,0,1,1,1,3,1
53.0,Female,United States Of America,1,Yes,1,Often,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,45-54,1,0,0,0,0,0,1
48.0,Female,United States Of America,1,Yes,1,Often,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,45-54,1,0,0,0,0,0,1
24.0,Male,United Kingdom,0,No,0,Not applicable to me,26-100,1.0,not eligible for coverage / n/a,i am not sure,no,No,I Don'T Know,Somewhat easy,2016,18-24,0,0,0,0,0,0,0
37.0,Male,Ireland,0,No,0,Often,More Than 1000,1.0,no,i am not sure,no,No,I Don'T Know,Somewhat easy,2016,35-44,0,0,0,0,0,0,0
27.0,Female,United States Of America,0,Yes,1,Often,26-100,0.0,no,yes,no,No,I Don'T Know,Very difficult,2016,25-34,0,0,0,1,0,1,1
39.0,Female,United States Of America,0,Yes,1,Sometimes,1-5,1.0,i don't know,no,no,I Don'T Know,I Don'T Know,Somewhat difficult,2016,35-44,0,0,0,0,0,0,1
31.0,Male,Finland,1,No,0,Not applicable to me,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,25-34,1,0,0,0,0,0,0
34.0,Male,United States Of America,0,Yes,1,Often,100-500,1.0,yes,yes,no,I Don'T Know,I Don'T Know,Very difficult,2016,25-34,0,0,1,1,0,2,1
33.0,Male,United Kingdom,0,Yes,1,Sometimes,More Than 1000,0.0,no,unknown,no,Yes,Yes,Very easy,2016,25-34,0,0,0,0,0,0,1
22.0,Male,United Kingdom,0,I don't know,0,Sometimes,1-5,1.0,no,no,no,No,No,Somewhat difficult,2016,18-24,0,0,0,0,0,0,0
25.0,Female,United Kingdom,0,I don't know,0,Not applicable to me,6-25,1.0,not eligible for coverage / n/a,unknown,no,No,I Don'T Know,Somewhat easy,2016,25-34,0,0,0,0,0,0,0
34.0,Male,United Kingdom,0,No,0,Not applicable to me,More Than 1000,0.0,i don't know,no,no,No,I Don'T Know,Very easy,2016,25-34,0,0,0,0,0,0,0
30.0,Male,United Kingdom,0,Yes,0,Not applicable to me,6-25,1.0,not eligible for coverage / n/a,unknown,no,No,I Don'T Know,Neither easy nor difficult,2016,25-34,0,0,0,0,0,0,0
37.0,Male,United Kingdom,0,I don't know,1,Sometimes,26-100,1.0,no,no,no,No,I Don'T Know,Somewhat difficult,2016,35-44,0,0,0,0,0,0,1
26.0,Male,Chile,0,No,0,Sometimes,6-25,1.0,no,no,no,No,No,Somewhat difficult,2016,25-34,0,0,0,0,0,0,0
29.0,Female,United States Of America,0,No,1,Sometimes,More Than 1000,0.0,yes,yes,yes,Yes,I Don'T Know,I don't know,2016,25-34,0,0,1,1,1,3,1
29.0,Male,Chile,0,I don't know,1,Often,6-25,1.0,no,no,i don't know,I Don'T Know,No,Very difficult,2016,25-34,0,0,0,0,0,0,1
27.0,Male,United Kingdom,0,Yes,1,Often,26-100,0.0,no,unknown,no,No,I Don'T Know,Somewhat difficult,2016,25-34,0,0,0,0,0,0,1
27.0,Female,Chile,0,Yes,1,Rarely,6-25,0.0,no,no,no,No,I Don'T Know,Neither easy nor difficult,2016,25-34,0,0,0,0,0,0,1
23.0,Male,United States Of America,0,No,0,Not applicable to me,More Than 1000,0.0,i don't know,no,yes,Yes,Yes,Somewhat easy,2016,18-24,0,0,0,0,1,1,0
24.0,Female,United States Of America,0,No,0,Not applicable to me,More Than 1000,1.0,i don't know,yes,no,Yes,Yes,Very easy,2016,18-24,0,0,0,1,0,1,0
22.0,Male,Guatemala,1,I don't know,0,Sometimes,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,18-24,1,0,0,0,0,0,0
28.0,Male,United Kingdom,0,No,0,Not applicable to me,1-5,0.0,no,no,no,No,No,Very easy,2016,25-34,0,0,0,0,0,0,0
22.0,Male,United States Of America,0,Yes,1,Often,6-25,0.0,i don't know,i am not sure,no,No,I Don'T Know,I don't know,2016,18-24,0,0,0,0,0,0,1
32.0,Male,United States Of America,0,Yes,0,Sometimes,26-100,1.0,no,yes,no,No,No,Somewhat easy,2016,25-34,0,0,0,1,0,1,0
35.0,Female,United States Of America,0,No,1,Sometimes,6-25,1.0,i don't know,no,no,I Don'T Know,I Don'T Know,Somewhat difficult,2016,35-44,0,0,0,0,0,0,1
26.0,Male,United States Of America,0,No,1,Sometimes,26-100,1.0,yes,yes,no,I Don'T Know,I Don'T Know,Very easy,2016,25-34,0,0,1,1,0,2,1
31.0,Female,United Kingdom,0,I don't know,1,Often,More Than 1000,1.0,no,yes,yes,Yes,I Don'T Know,Somewhat difficult,2016,25-34,0,0,0,1,1,2,1
32.0,Male,United States Of America,1,Yes,1,Often,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,25-34,1,0,0,0,0,0,1
37.0,Male,Pakistan,0,I don't know,1,Often,100-500,1.0,no,no,no,No,No,Somewhat difficult,2016,35-44,0,0,0,0,0,0,1
24.0,Male,United Kingdom,0,No,1,Sometimes,6-25,0.0,no,no,no,No,Yes,Neither easy nor difficult,2016,18-24,0,0,0,0,0,0,1
33.0,Male,United States Of America,0,No,0,Not applicable to me,26-100,1.0,yes,yes,yes,Yes,I Don'T Know,Very easy,2016,25-34,0,0,1,1,1,3,0
28.0,Male,United States Of America,0,I don't know,1,Often,100-500,1.0,yes,yes,no,Yes,Yes,Somewhat easy,2016,25-34,0,0,1,1,0,2,1
22.0,Female,United States Of America,0,I don't know,1,Sometimes,More Than 1000,1.0,i don't know,no,no,I Don'T Know,I Don'T Know,Somewhat easy,2016,18-24,0,0,0,0,0,0,1
46.0,Male,Germany,0,Yes,1,Often,100-500,1.0,not eligible for coverage / n/a,unknown,no,No,I Don'T Know,Somewhat difficult,2016,45-54,0,0,0,0,0,0,1
30.0,Male,United States Of America,0,I don't know,0,Not applicable to me,26-100,1.0,yes,yes,no,I Don'T Know,I Don'T Know,Neither easy nor difficult,2016,25-34,0,0,1,1,0,2,0
29.0,Male,United States Of America,0,No,1,Often,26-100,1.0,i don't know,i am not sure,no,Yes,Yes,Somewhat difficult,2016,25-34,0,0,0,0,0,0,1
22.0,Male,United States Of America,0,Yes,0,Often,100-500,1.0,i don't know,no,no,No,I Don'T Know,Somewhat easy,2016,18-24,0,0,0,0,0,0,0
24.0,Female,United States Of America,1,Yes,1,Often,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,18-24,1,0,0,0,0,0,1
29.0,Female,Taiwan,1,No,1,Often,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,25-34,1,0,0,0,0,0,1
30.0,Male,United States Of America,0,Yes,1,Sometimes,More Than 1000,0.0,yes,yes,no,Yes,I Don'T Know,Somewhat easy,2016,25-34,0,0,1,1,0,2,1
25.0,Male,United States Of America,1,Yes,1,Sometimes,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,25-34,1,0,0,0,0,0,1
39.0,Male,United States Of America,0,No,0,Not applicable to me,More Than 1000,0.0,yes,i am not sure,i don't know,Yes,Yes,Somewhat difficult,2016,35-44,0,0,1,0,0,1,0
31.0,Male,Serbia,1,No,1,Often,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,25-34,1,0,0,0,0,0,1
25.0,Male,United States Of America,1,Yes,1,Often,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,25-34,1,0,0,0,0,0,1
39.0,Male,United States Of America,0,I don't know,0,Not applicable to me,500-1000,0.0,yes,i am not sure,yes,Yes,I Don'T Know,Somewhat difficult,2016,35-44,0,0,1,0,1,2,0
31.0,Female,United States Of America,0,Yes,1,Often,More Than 1000,1.0,yes,yes,no,Yes,I Don'T Know,Somewhat difficult,2016,25-34,0,0,1,1,0,2,1
35.0,Male,United States Of America,0,Yes,0,Not applicable to me,100-500,1.0,yes,no,no,I Don'T Know,I Don'T Know,I don't know,2016,35-44,0,0,1,0,0,1,0
31.0,Female,United States Of America,1,No,1,Often,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,25-34,1,0,0,0,0,0,1
23.0,Male,United States Of America,0,I don't know,1,Often,More Than 1000,1.0,no,i am not sure,no,No,I Don'T Know,Very difficult,2016,18-24,0,0,0,0,0,0,1
30.0,Male,United States Of America,0,Yes,1,Sometimes,More Than 1000,1.0,yes,i am not sure,yes,Yes,I Don'T Know,Very difficult,2016,25-34,0,0,1,0,1,2,1
28.0,Male,France,0,Yes,0,Not applicable to me,6-25,1.0,not eligible for coverage / n/a,no,no,No,Yes,Neither easy nor difficult,2016,25-34,0,0,0,0,0,0,0
23.0,Female,Ireland,0,Yes,0,Sometimes,More Than 1000,1.0,yes,no,no,Yes,I Don'T Know,I don't know,2016,18-24,0,0,1,0,0,1,0
26.0,Female,United States Of America,0,Yes,1,Sometimes,26-100,1.0,yes,yes,no,No,Yes,Neither easy nor difficult,2016,25-34,0,0,1,1,0,2,1
24.0,Female,United States Of America,0,Yes,1,Often,26-100,1.0,yes,yes,no,No,I Don'T Know,Very difficult,2016,18-24,0,0,1,1,0,2,1
32.0,Male,United States Of America,0,No,0,Not applicable to me,More Than 1000,1.0,yes,no,no,No,I Don'T Know,Somewhat easy,2016,25-34,0,0,1,0,0,1,0
35.0,Male,United States Of America,1,Yes,1,Often,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,35-44,1,0,0,0,0,0,1
30.0,Male,Estonia,0,No,0,Often,100-500,1.0,not eligible for coverage / n/a,unknown,no,No,Yes,Somewhat easy,2016,25-34,0,0,0,0,0,0,0
32.0,Male,United States Of America,0,No,1,Often,26-100,1.0,yes,i am not sure,no,No,I Don'T Know,Somewhat difficult,2016,25-34,0,0,1,0,0,1,1
35.0,Male,United States Of America,0,No,1,Often,6-25,0.0,yes,yes,no,No,I Don'T Know,I don't know,2016,35-44,0,0,1,1,0,2,1
26.0,Female,United States Of America,0,I don't know,1,Rarely,26-100,1.0,i don't know,yes,no,No,I Don'T Know,Neither easy nor difficult,2016,25-34,0,0,0,1,0,1,1
30.0,Female,United States Of America,0,Yes,1,Sometimes,100-500,0.0,yes,i am not sure,yes,Yes,I Don'T Know,Somewhat easy,2016,25-34,0,0,1,0,1,2,1
29.0,Male,United States Of America,0,I don't know,1,Often,26-100,1.0,yes,no,no,I Don'T Know,Yes,Somewhat difficult,2016,25-34,0,0,1,0,0,1,1
39.0,Male,Canada,0,No,0,Not applicable to me,More Than 1000,1.0,i don't know,i am not sure,yes,Yes,I Don'T Know,Somewhat easy,2016,35-44,0,0,0,0,1,1,0
37.0,Male,United Kingdom,0,Yes,1,Often,More Than 1000,0.0,i don't know,i am not sure,no,No,I Don'T Know,Neither easy nor difficult,2016,35-44,0,0,0,0,0,0,1
35.0,Male,United States Of America,0,No,0,Not applicable to me,26-100,1.0,yes,no,no,No,I Don'T Know,Very difficult,2016,35-44,0,0,1,0,0,1,0
25.0,Female,United States Of America,0,Yes,1,Often,1-5,1.0,not eligible for coverage / n/a,yes,no,No,No,I don't know,2016,25-34,0,0,0,1,0,1,1
22.0,Other,United States Of America,0,Yes,1,Often,More Than 1000,0.0,not eligible for coverage / n/a,unknown,yes,Yes,Yes,Neither easy nor difficult,2016,18-24,0,0,0,0,1,1,1
33.0,Male,United Kingdom,0,Yes,1,Sometimes,26-100,1.0,yes,yes,no,No,No,Neither easy nor difficult,2016,25-34,0,0,1,1,0,2,1
23.0,Male,United States Of America,0,Yes,1,Often,1-5,1.0,yes,no,no,No,I Don'T Know,Somewhat difficult,2016,18-24,0,0,1,0,0,1,1
29.0,Male,Brazil,1,Yes,1,Sometimes,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,25-34,1,0,0,0,0,0,1
28.0,Male,United States Of America,0,Yes,1,Rarely,26-100,1.0,yes,yes,no,I Don'T Know,I Don'T Know,Very difficult,2016,25-34,0,0,1,1,0,2,1
30.0,Male,United States Of America,0,Yes,1,Often,More Than 1000,1.0,yes,yes,no,No,I Don'T Know,Very easy,2016,25-34,0,0,1,1,0,2,1
28.0,Male,United States Of America,0,Yes,1,Sometimes,100-500,1.0,yes,yes,no,No,Yes,Somewhat easy,2016,25-34,0,0,1,1,0,2,1
28.0,Female,United States Of America,0,Yes,1,Sometimes,6-25,1.0,yes,yes,yes,Yes,I Don'T Know,Very easy,2016,25-34,0,0,1,1,1,3,1
37.0,Male,United States Of America,0,Yes,0,Often,More Than 1000,0.0,yes,no,no,Yes,I Don'T Know,I don't know,2016,35-44,0,0,1,0,0,1,0
30.0,Male,United States Of America,0,Yes,0,Sometimes,26-100,1.0,no,yes,yes,No,No,I don't know,2016,25-34,0,0,0,1,1,2,0
27.0,Male,India,0,Yes,1,Often,6-25,1.0,no,i am not sure,yes,No,I Don'T Know,Somewhat difficult,2016,25-34,0,0,0,0,1,1,1
29.0,Male,Canada,1,Yes,1,Often,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,25-34,1,0,0,0,0,0,1
28.0,Male,Poland,0,I don't know,1,Often,More Than 1000,1.0,i don't know,i am not sure,no,No,I Don'T Know,I don't know,2016,25-34,0,0,0,0,0,0,1
26.0,Female,Ireland,0,Yes,1,Often,6-25,1.0,no,no,no,No,No,Somewhat difficult,2016,25-34,0,0,0,0,0,0,1
29.0,Male,Afghanistan,0,Yes,1,Sometimes,100-500,1.0,i don't know,i am not sure,no,I Don'T Know,Yes,I don't know,2016,25-34,0,0,0,0,0,0,1
34.0,Male,Germany,1,No,0,Not applicable to me,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,25-34,1,0,0,0,0,0,0
36.0,Male,United Kingdom,0,I don't know,1,Sometimes,100-500,1.0,yes,yes,yes,Yes,Yes,Neither easy nor difficult,2016,35-44,0,0,1,1,1,3,1
38.0,Male,Belgium,0,No,1,Often,26-100,1.0,i don't know,no,no,No,I Don'T Know,Very difficult,2016,35-44,0,0,0,0,0,0,1
22.0,Female,United States Of America,0,No,1,Often,6-25,1.0,yes,i am not sure,no,No,Yes,Very easy,2016,18-24,0,0,1,0,0,1,1
24.0,Male,United States Of America,0,No,0,Sometimes,1-5,1.0,not eligible for coverage / n/a,i am not sure,yes,Yes,Yes,Neither easy nor difficult,2016,18-24,0,0,0,0,1,1,0
24.0,Female,United States Of America,0,Yes,1,Often,100-500,0.0,yes,yes,no,I Don'T Know,Yes,Somewhat easy,2016,18-24,0,0,1,1,0,2,1
36.0,Female,United States Of America,0,Yes,1,Sometimes,500-1000,1.0,yes,yes,no,I Don'T Know,Yes,Very difficult,2016,35-44,0,0,1,1,0,2,1
24.0,Female,United States Of America,0,Yes,1,Often,More Than 1000,0.0,not eligible for coverage / n/a,i am not sure,no,I Don'T Know,I Don'T Know,Very difficult,2016,18-24,0,0,0,0,0,0,1
24.0,Male,United States Of America,0,No,0,Not applicable to me,500-1000,1.0,no,no,no,No,I Don'T Know,Somewhat easy,2016,18-24,0,0,0,0,0,0,0
31.0,Male,Netherlands,0,Yes,1,Often,26-100,1.0,no,unknown,no,No,I Don'T Know,Very difficult,2016,25-34,0,0,0,0,0,0,1
39.0,Male,United Kingdom,0,No,0,Often,26-100,1.0,yes,i am not sure,yes,No,I Don'T Know,Neither easy nor difficult,2016,35-44,0,0,1,0,1,2,0
41.0,Male,United States Of America,0,Yes,1,Often,More Than 1000,1.0,yes,yes,yes,Yes,Yes,Somewhat easy,2016,35-44,0,0,1,1,1,3,1
29.0,Male,United Kingdom,1,I don't know,0,Not applicable to me,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,25-34,1,0,0,0,0,0,0
37.0,Male,Estonia,0,I don't know,0,Not applicable to me,26-100,1.0,no,no,no,No,Yes,Very easy,2016,35-44,0,0,0,0,0,0,0
30.0,Male,Canada,0,No,0,Not applicable to me,26-100,1.0,i don't know,i am not sure,no,I Don'T Know,I Don'T Know,I don't know,2016,25-34,0,0,0,0,0,0,0
24.0,Male,Canada,0,No,0,Not applicable to me,100-500,1.0,yes,i am not sure,yes,I Don'T Know,I Don'T Know,Somewhat easy,2016,18-24,0,0,1,0,1,2,0
22.0,Female,Canada,0,I don't know,1,Often,100-500,1.0,not eligible for coverage / n/a,unknown,no,No,I Don'T Know,Somewhat difficult,2016,18-24,0,0,0,0,0,0,1
24.0,Male,Canada,0,I don't know,0,Rarely,100-500,1.0,yes,i am not sure,yes,Yes,Yes,Somewhat easy,2016,18-24,0,0,1,0,1,2,0
26.0,Female,Canada,0,I don't know,1,Often,100-500,1.0,i don't know,i am not sure,no,I Don'T Know,I Don'T Know,Somewhat easy,2016,25-34,0,0,0,0,0,0,1
38.0,Female,United States Of America,0,Yes,1,Often,500-1000,1.0,yes,no,no,No,Yes,Somewhat easy,2016,35-44,0,0,1,0,0,1,1
34.0,Female,United States Of America,1,Yes,1,Not applicable to me,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,25-34,1,0,0,0,0,0,1
56.0,Male,United States Of America,1,Yes,0,Often,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2016,55-64,1,0,0,0,0,0,0
52.0,Male,United States Of America,0,Yes,1,Sometimes,100-500,1.0,yes,yes,yes,Yes,I Don'T Know,Somewhat difficult,2016,45-54,0,0,1,1,1,3,1
30.0,Female,United States Of America,0,Yes,0,Often,100-500,0.0,i don't know,i am not sure,no,Yes,I Don'T Know,Somewhat difficult,2016,25-34,0,0,0,0,0,0,0
25.0,Other,Canada,0,I don't know,0,Often,100-500,1.0,yes,no,no,No,I Don'T Know,Very difficult,2016,25-34,0,0,1,0,0,1,0
27.0,Female,United Kingdom,0,No,1,Yes,100-500,1.0,unknown,yes,no,I Don'T Know,I Don'T Know,I don't know,2017,25-34,0,0,0,1,0,1,1
31.0,Male,United Kingdom,0,No,0,Maybe,100-500,1.0,unknown,yes,no,No,I Don'T Know,I don't know,2017,25-34,0,0,0,1,0,1,0
